ID,Prediction
728,1.4781
729,-0.13106
730,0.47977
731,1.0865
732,0.0025526
733,-0.028663
734,1.2792
735,0.30381
736,0.56628
737,0.94535
738,1.1543
739,0.5742
740,1.272
741,0.24057
742,0.067987
743,0.27809
744,0.88517
745,0.7717
746,0.0026727
747,0.23243
748,1.8056
749,1.1014
750,1.2332
751,0.90375
752,-0.31718
753,0.07918
754,0.1104
755,0.89712
756,0.19714
757,1.1848
758,0.45835
759,0.71479
760,0.592
761,0.84974
762,0.91727
763,0.54602
764,1.597
765,0.71571
766,1.1531
767,0.69829
768,0.28693
769,0.019218
770,0.38031
771,0.052955
772,0.85884
773,0.02095
774,0.55885
775,0.40059
776,0.78767
777,0.39579
778,0.59608
779,1.6212
780,0.56372
781,1.0573
782,1.2915
783,0.5644
784,0.48224
785,1.1911
786,0.79289
787,1.1184
788,1.12
789,1.4073
790,0.56038
791,0.52726
792,0.72573
793,1.2295
794,-0.10242
795,1.1067
796,0.92929
797,2.1421
798,-0.09134
799,-0.10609
800,0.42388
801,0.46437
802,-0.094929
803,1.049
804,0.04742
805,0.33046
806,1.8268
807,0.84733
808,1.2738
809,-0.15702
810,0.59947
811,1.852
812,-0.042087
813,-0.21375
814,1.8622
815,0.34418
816,1.0039
817,0.10525
818,-0.25744
819,0.51214
820,-0.0083864
821,0.30814
822,0.011468
823,0.36556
824,1.5579
825,0.15648
826,0.97319
827,0.7674
828,-0.04749
829,0.69106
830,0.044385
831,0.29959
832,0.58743
833,0.31135
834,0.70477
835,-0.086398
836,0.90428
837,1.0261
838,0.27653
839,0.48754
840,0.8775
841,0.55519
842,1.0517
843,0.16147
844,0.02579
845,0.38308
846,1.1234
847,1.8956
848,0.60994
849,-0.1215
850,1.6268
851,-0.012304
852,0.96637
853,0.93731
854,1.3939
855,0.90943
856,0.45656
857,0.81618
858,0.35399
859,0.37457
860,-0.059293
861,0.26139
862,-0.0081677
863,-0.025696
864,1.331
865,0.51261
866,2.1767
867,0.15247
868,1.6733
869,1.8102
870,0.87399
871,0.74113
872,0.29046
873,0.23167
874,0.56651
875,-0.18957
876,1.561
877,0.78858
878,0.0818
879,-0.089101
880,0.1368
881,0.37106
882,1.1698
883,0.78928
884,1.189
885,1.8769
886,-0.27063
887,1.3848
888,1.2681
889,0.89203
890,0.7386
891,0.83592
892,0.51883
893,0.45185
894,0.065742
895,0.81553
896,0.55072
897,0.69099
898,-0.10748
899,1.1994
900,1.2109
901,0.15787
902,0.18784
903,0.3543
904,-0.15283
905,-0.10661
906,0.39532
907,0.67354
908,0.44527
909,0.61779
910,-0.051387
911,0.41124
912,1.2323
913,0.27651
914,-0.068589
915,0.94656
916,-0.083299
917,0.65895
918,0.53689
919,0.086823
920,0.018782
921,0.42648
922,-0.30274
923,0.60931
924,0.56582
925,1.1142
926,-0.075662
927,1.2917
928,-0.19426
929,0.4958
930,0.61837
931,0.57814
932,-0.21126
933,0.12945
934,0.37255
935,0.20187
936,1.1755
937,0.12166
938,0.36947
939,0.59503
940,0.31829
941,0.074092
942,0.60951
943,0.8992
944,1.2211
945,0.053194
946,0.024066
947,-0.0066525
948,1.5669
949,0.9219
950,0.14636
951,-0.070167
952,0.73593
953,0.20621
954,-0.11326
955,-0.10588
956,1.3882
957,1.5453
958,0.31624
959,-0.18511
960,0.5173
961,0.36761
962,0.80424
963,0.66142
964,1.11
965,1.4652
966,0.1578
967,1.1751
968,0.064681
969,1.5531
970,-0.030762
971,0.43392
972,1.5953
973,0.73879
974,0.45863
975,1.1874
976,0.7809
977,0.26635
978,1.5658
979,1.241
980,0.0070507
981,1.0226
982,0.2144
983,0.38998
984,0.54988
985,0.036192
986,0.85851
987,0.15874
988,0.43346
989,0.51383
990,-0.078238
991,0.73187
992,1.1667
993,-0.18728
994,1.1516
995,1.333
996,0.82185
997,0.81068
998,0.57701
999,1.1399
1000,-0.037797
1001,1.5733
1002,0.75044
1003,0.13414
1004,0.17719
1005,0.45875
1006,-0.45952
1007,1.2216
1008,1.769
1009,-0.15023
1010,1.2187
1011,0.56372
1012,1.0284
1013,1.2014
1014,0.23229
1015,-0.015307
1016,-0.1216
1017,0.75412
1018,0.98106
1019,0.67906
1020,0.015587
1021,1.3112
1022,1.588
1023,0.035989
1024,0.39341
1025,0.23348
1026,1.3373
1027,-0.53419
1028,0.48595
1029,0.40045
1030,0.2323
1031,0.98788
1032,-0.16901
1033,0.10662
1034,1.5975
1035,0.90603
1036,0.36575
1037,-0.01244
1038,0.36275
1039,1.2595
1040,0.84834
1041,0.25148
1042,1.0086
1043,1.2705
1044,0.58991
1045,-0.16769
1046,0.43678
1047,0.18459
1048,0.93087
1049,0.58126
1050,0.21824
1051,0.037829
1052,0.20463
1053,0.84218
1054,1.0316
1055,0.47041
1056,-0.10614
1057,0.37531
1058,0.86152
1059,0.37088
1060,0.61412
1061,0.14965
1062,0.038275
1063,0.51132
1064,0.14682
1065,-0.10292
1066,1.4557
1067,0.40493
1068,0.61525
1069,0.14435
1070,0.96412
1071,1.0207
1072,-0.026692
1073,1.1254
1074,1.289
1075,0.45535
1076,0.8769
1077,1.0303
1078,0.85747
1079,1.0947
1080,-0.23624
1081,-0.1737
1082,1.197
1083,-0.058182
1084,0.46325
1085,0.6991
1086,0.86314
1087,0.071323
1088,0.58508
1089,1.2597
1090,-0.077515
1091,1.1679
1092,-0.23273
1093,1.7858
1094,0.74863
1095,0.65917
1096,0.9728
1097,-0.13314
1098,0.74082
1099,0.92923
1100,1.2512
1101,0.44168
1102,0.19554
1103,0.013394
1104,0.61639
1105,1.5688
1106,0.71337
1107,0.67302
1108,0.31599
1109,0.97744
1110,0.37519
1111,0.98356
1112,0.75157
1113,1.1381
1114,0.76707
1115,0.23526
1116,1.5158
1117,1.1852
1118,0.33629
1119,1.4354
1120,0.80325
1121,1.1834
1122,1.7905
1123,1.1351
1124,-0.082914
1125,0.56764
1126,1.1835
1127,1.5222
1128,0.051669
1129,1.1683
1130,0.39326
1131,1.2754
1132,0.55502
1133,0.29641
1134,0.36037
1135,0.19713
1136,-0.30133
1137,1.5688
1138,0.79177
1139,1.4185
1140,0.71557
1141,1.3967
1142,1.4209
1143,-0.21439
1144,0.34447
1145,0.30442
1146,0.59885
1147,-0.15257
1148,1.0345
1149,1.2557
1150,1.3932
1151,0.73588
1152,0.25272
1153,1.5355
1154,1.1452
1155,1.1199
1156,0.82158
1157,0.86197
1158,-0.16841
1159,0.018534
1160,0.756
1161,1.0482
1162,0.11645
1163,1.2958
1164,0.21984
1165,0.67296
1166,-0.073224
1167,1.2435
1168,1.856
1169,1.0158
1170,0.11439
1171,0.23154
1172,-0.18504
1173,0.46233
1174,0.0043323
1175,1.2177
1176,0.58484
1177,0.19169
1178,1.0926
1179,0.40234
1180,0.38577
1181,0.47347
1182,1.7637
1183,1.219
1184,1.1423
1185,0.60325
1186,0.99974
1187,1.6118
1188,0.86474
1189,-0.24917
1190,0.052571
1191,0.052986
1192,-0.23658
1193,0.082651
1194,0.50339
1195,1.0426
1196,-0.075138
1197,0.23739
1198,0.11547
1199,0.035314
1200,0.44041
1201,0.81445
1202,0.7377
1203,1.2563
1204,1.4525
1205,0.63696
1206,0.30618
1207,0.62737
1208,1.4058
1209,1.3114
1210,0.80279
1211,0.40701
1212,0.80139
1213,0.34767
1214,0.55248
1215,0.066022
1216,0.46267
1217,0.45779
1218,0.86817
1219,-0.15918
1220,0.31566
1221,1.2257
1222,-0.096946
1223,0.2729
1224,1.3452
1225,0.75271
1226,1.426
1227,0.4099
1228,-0.00030533
1229,0.48787
1230,-0.0011646
1231,0.82824
1232,-0.12696
1233,0.25221
1234,0.26173
1235,1.2228
1236,1.7125
1237,0.54404
1238,0.20719
1239,1.2072
1240,0.42749
1241,0.1118
1242,0.15771
1243,0.024642
1244,0.54333
1245,0.37055
1246,-0.0094055
1247,0.30672
1248,0.25769
1249,0.92735
1250,0.56718
1251,0.96608
1252,0.19712
1253,1.1571
1254,0.5981
1255,1.5323
1256,0.13867
1257,0.90912
1258,0.14126
1259,1.5942
1260,-0.019236
1261,0.91067
1262,0.42919
1263,0.58682
1264,0.66075
1265,1.1784
1266,1.4442
1267,-0.029878
1268,0.0052366
1269,0.41193
1270,0.27233
1271,-0.068949
1272,0.70901
1273,0.60128
1274,0.73838
1275,0.1126
1276,0.51852
1277,0.75265
1278,1.1802
1279,0.029807
1280,1.2285
1281,0.5272
1282,-0.3963
1283,0.75065
1284,-0.0057686
1285,1.1375
1286,-0.089274
1287,0.3596
1288,1.2112
1289,-0.26064
1290,-0.26557
1291,0.16668
1292,0.69986
1293,0.99571
1294,1.3219
1295,0.55303
1296,0.23816
1297,0.098229
1298,0.26867
1299,0.13647
1300,0.36206
1301,0.36148
1302,-0.17478
1303,2.1199
1304,0.024433
1305,0.45766
1306,0.058137
1307,-0.10873
1308,-0.21059
1309,1.2471
1310,0.20347
1311,1.9685
1312,0.013412
1313,0.37377
1314,1.4082
1315,0.57608
1316,0.13645
1317,1.9561
1318,0.032276
1319,0.38992
1320,1.4817
1321,0.18648
1322,0.41753
1323,1.1341
1324,0.19547
1325,0.78092
1326,0.57161
1327,0.93034
1328,0.14279
1329,0.33934
1330,0.46974
1331,1.4583
1332,1.5247
1333,1.2784
1334,0.69407
1335,-0.14676
1336,0.93407
1337,0.2645
1338,1.3599
1339,0.69888
1340,0.10267
1341,0.94858
1342,0.11112
1343,-0.30516
1344,1.1122
1345,0.37559
1346,-0.24804
1347,-0.31563
1348,0.38489
1349,1.2641
1350,1.4196
1351,1.4673
1352,0.34782
1353,0.95433
1354,0.41273
1355,0.1778
1356,0.83489
1357,-0.14293
1358,1.8159
1359,0.17105
1360,-0.083031
1361,0.94568
1362,0.79419
1363,1.6904
1364,1.2679
1365,1.4259
1366,-0.02868
1367,0.070936
1368,0.76224
1369,0.56423
1370,0.58846
1371,-0.062418
1372,0.18749
1373,1.0561
1374,-0.13773
1375,0.081385
1376,1.4669
1377,0.024465
1378,0.95769
1379,0.49793
1380,0.77463
1381,-0.3163
1382,0.34806
1383,0.71547
1384,0.74682
1385,0.73059
1386,0.036826
1387,0.69966
1388,0.85298
1389,0.15618
1390,0.62793
1391,-0.31032
1392,-0.023527
1393,-0.051464
1394,0.35854
1395,-0.098017
1396,0.87045
1397,0.73654
1398,-0.17217
1399,0.89116
1400,1.6473
1401,0.50983
1402,0.55247
1403,1.6011
1404,1.7173
1405,1.6976
1406,-0.078107
1407,-0.072345
1408,0.10445
1409,0.63331
1410,0.15404
1411,0.781
1412,0.40889
1413,0.83473
1414,0.69392
1415,0.87705
1416,-0.35882
1417,0.095503
1418,0.30451
1419,-0.32785
1420,1.1114
1421,0.43139
1422,0.39604
1423,-0.10551
1424,-0.040873
1425,0.9369
1426,0.26393
1427,0.75305
1428,-0.033068
1429,1.3194
1430,0.56162
1431,1.043
1432,1.2687
1433,0.69294
1434,0.52018
1435,0.42288
1436,0.085486
1437,1.2121
1438,0.48135
1439,0.94086
1440,0.53255
1441,0.81736
1442,1.3483
1443,0.22184
1444,0.34145
1445,1.361
1446,1.5149
1447,-0.23375
1448,1.7282
1449,0.45695
1450,0.26735
1451,0.31153
1452,0.86938
1453,0.94942
1454,0.48066
1455,1.366
1456,0.32795
1457,0.70071
1458,0.59423
1459,0.54496
1460,0.72671
1461,0.043751
1462,0.59832
1463,1.7654
1464,-0.012715
1465,0.29594
1466,1.1782
1467,1.1823
1468,0.37023
1469,0.69078
1470,1.6713
1471,1.1389
1472,1.5965
1473,0.84272
1474,0.7864
1475,1.3085
1476,-0.054864
1477,0.80259
1478,1.8641
1479,1.418
1480,-0.023694
1481,0.22664
1482,-0.026303
1483,-0.14298
1484,0.81123
1485,0.66558
1486,-0.13566
1487,0.44249
1488,-0.088992
1489,1.0994
1490,0.64755
1491,0.2789
1492,0.43259
1493,1.1526
1494,0.78295
1495,0.031574
1496,0.77792
1497,-0.22232
1498,0.54082
1499,1.2121
1500,1.6686
1501,0.23773
1502,1.1228
1503,1.3145
1504,1.259
1505,1.2356
1506,1.0276
1507,-0.031931
1508,0.57894
1509,-0.1171
1510,0.593
1511,0.74242
1512,1.5329
1513,0.35933
1514,0.87003
1515,1.3018
1516,0.75952
1517,0.059752
1518,-0.12122
1519,0.90244
1520,-0.25843
1521,0.98268
1522,1.1738
1523,1.8511
1524,-0.28944
1525,1.1011
1526,0.43789
1527,0.12311
1528,0.85692
1529,0.92286
1530,0.28656
1531,0.57038
1532,-0.15782
1533,1.2983
1534,0.5119
1535,0.91621
1536,0.559
1537,0.72536
1538,0.029503
1539,-0.12623
1540,0.58403
1541,0.55102
1542,0.54398
1543,0.62339
1544,0.2073
1545,0.48373
1546,-0.2334
1547,0.95979
1548,0.8407
1549,0.81054
1550,0.50944
1551,1.163
1552,1.3929
1553,0.70236
1554,1.8144
1555,-0.11971
1556,1.1786
1557,0.75638
1558,0.5476
1559,0.57213
1560,0.78313
1561,1.5447
1562,0.82532
1563,0.7035
1564,0.75265
1565,1.6343
1566,1.3094
1567,0.55866
1568,-0.29437
1569,0.86215
1570,0.26708
1571,1.1391
1572,0.79984
1573,0.6968
1574,1.1944
1575,0.96781
1576,1.3365
1577,0.84302
1578,0.047511
1579,0.34876
1580,0.070099
1581,0.42101
1582,1.1578
1583,0.41521
1584,1.1758
1585,0.39382
1586,0.53506
1587,0.38156
1588,1.1262
1589,0.15147
1590,0.62736
1591,0.080158
1592,0.16285
1593,0.13052
1594,1.8197
1595,-0.10176
1596,0.34738
1597,0.49929
1598,0.26679
1599,0.68547
1600,0.12271
1601,-0.22739
1602,1.1072
1603,0.04958
1604,0.61425
1605,1.3989
1606,1.4729
1607,0.072307
1608,0.67672
1609,0.11858
1610,1.3248
1611,1.5055
1612,0.16246
1613,1.3503
1614,0.20452
1615,0.12012
1616,0.27904
1617,0.83916
1618,0.18418
1619,0.84143
1620,0.115
1621,0.69711
1622,0.46626
1623,0.031074
1624,0.69982
1625,1.3548
1626,0.37446
1627,0.5046
1628,1.5847
1629,1.4773
1630,0.49952
1631,-0.10427
1632,1.5333
1633,0.45782
1634,1.5232
1635,0.72517
1636,0.25032
1637,-0.17334
1638,0.70525
1639,0.13575
1640,-0.1772
1641,0.16841
1642,1.1634
1643,0.069492
1644,1.1414
1645,0.23802
1646,0.17598
1647,0.45542
1648,0.86997
1649,1.72
1650,0.21003
1651,0.61453
1652,1.4376
1653,0.93002
1654,1.4452
1655,0.01308
1656,0.058848
1657,0.691
1658,0.40043
1659,0.57181
1660,0.96322
1661,1.0906
1662,1.9393
1663,0.37265
1664,0.064736
1665,1.2683
1666,1.2801
1667,1.1665
1668,0.613
1669,1.8763
1670,0.10544
1671,-0.17648
1672,0.58358
1673,-0.41102
1674,0.06064
1675,0.44453
1676,1.1475
1677,0.70778
1678,0.037486
1679,0.12557
1680,1.495
1681,-0.44878
1682,-0.10335
1683,0.5101
1684,0.066937
1685,0.29258
1686,1.7657
1687,0.90638
1688,0.1735
1689,1.3119
1690,0.43727
1691,0.44787
1692,0.42998
1693,-0.20294
1694,0.95713
1695,-0.05667
1696,0.86923
1697,1.3118
1698,0.53251
1699,1.2577
1700,0.21902
1701,0.10842
1702,0.71531
1703,0.61002
1704,1.0864
1705,0.053213
1706,0.24012
1707,-0.045811
1708,0.46401
1709,0.23803
1710,0.36973
1711,0.83409
1712,-0.24134
1713,0.88199
1714,0.25482
1715,-0.19974
1716,0.50431
1717,0.15631
1718,-0.15357
1719,1.1597
1720,1.4672
1721,0.050566
1722,0.75269
1723,-0.11054
1724,0.63132
1725,1.3049
1726,1.2017
1727,0.12123
1728,0.52011
1729,1.2747
1730,0.38058
1731,0.14005
1732,-0.24375
1733,1.1251
1734,1.0233
1735,1.8635
1736,0.55626
1737,-0.32909
1738,0.56694
1739,0.10057
1740,0.40043
1741,0.94815
1742,1.5454
1743,0.70905
1744,0.44596
1745,-0.026061
1746,0.28235
1747,0.7467
1748,1.021
1749,1.5122
1750,0.37954
1751,1.6508
1752,0.13895
1753,0.21626
1754,1.1616
1755,0.058764
1756,1.3186
1757,1.5359
1758,0.59365
1759,0.47683
1760,0.70794
1761,0.53269
1762,1.2356
1763,0.028152
1764,-0.19084
1765,0.77158
1766,1.2564
1767,1.7132
1768,1.7239
1769,0.51029
1770,1.7158
1771,-0.18288
1772,0.91221
1773,0.81646
1774,-0.1435
1775,0.079812
1776,1.3476
1777,0.58979
1778,0.46947
1779,0.64074
1780,-0.36924
1781,0.9742
1782,0.44677
1783,-0.0508
1784,0.82618
1785,0.72415
1786,0.80603
1787,1.281
1788,0.1895
1789,1.4933
1790,0.033074
1791,0.0030453
1792,0.79901
1793,1.4017
1794,0.47744
1795,0.47489
1796,-0.41317
1797,0.72455
1798,1.389
1799,0.34636
1800,-0.18601
1801,-0.10406
1802,1.3643
1803,1.4921
1804,0.36008
1805,1.2707
1806,1.4582
1807,0.075081
1808,-0.05208
1809,1.2829
1810,1.0328
1811,1.3725
1812,0.00027447
1813,0.4767
1814,0.57281
1815,-0.19971
1816,1.3198
1817,0.6763
1818,1.2694
1819,1.0187
1820,0.20523
1821,0.026692
1822,0.65557
1823,1.04
1824,-0.028529
1825,0.3194
1826,-0.084135
1827,0.63493
1828,0.56383
1829,0.59329
1830,1.0114
1831,-0.013771
1832,0.60683
1833,0.050185
1834,0.44943
1835,-0.2997
1836,-0.0053266
1837,1.1735
1838,0.14532
1839,1.1388
1840,1.1322
1841,0.63656
1842,0.18692
1843,0.28754
1844,0.13368
